,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,SCHOOL_NM
276,서울특별시,11,은평구,11380,303717,555000,서울서신초등학교
277,서울특별시,11,은평구,11380,304144,555041,서울신사초등학교
278,서울특별시,11,중랑구,11260,320680,554768,서울면일초등학교
279,서울특별시,11,동대문구,11230,316785,554837,서울청량초등학교
280,서울특별시,11,중랑구,11260,319618,554701,서울면목초등학교
281,서울특별시,11,동대문구,11230,316043,554709,서울홍릉초등학교
282,서울특별시,11,서대문구,11410,307038,554765,서울인왕초등학교
283,서울특별시,11,중랑구,11260,318907,554578,서울중목초등학교
284,서울특별시,11,은평구,11380,304743,554664,서울연은초등학교
285,서울특별시,11,중랑구,11260,318571,554502,서울중랑초등학교
286,서울특별시,11,종로구,11110,311869,554564,서울혜화초등학교
287,서울특별시,11,동대문구,11230,316105,554526,서울삼육초등학교
288,서울특별시,11,은평구,11380,304926,554551,서울응암초등학교
289,서울특별시,11,성북구,11290,313878,554333,서울안암초등학교
290,서울특별시,11,성북구,11290,312987,554228,서울삼선초등학교
291,서울특별시,11,동대문구,11230,318069,554180,서울휘봉초등학교
292,서울특별시,11,동대문구,11230,315349,554204,서울홍파초등학교
293,서울특별시,11,종로구,11110,309184,554204,서울청운초등학교
294,서울특별시,11,동대문구,11230,317004,554144,서울휘경초등학교
295,서울특별시,11,중랑구,11260,319530,554054,서울면동초등학교
296,서울특별시,11,은평구,11380,302640,554205,서울수색초등학교
297,서울특별시,11,은평구,11380,305022,554198,충암초등학교
298,서울특별시,11,서대문구,11410,306850,554153,서울고은초등학교
299,서울특별시,11,마포구,11440,301394,554330,서울하늘초등학교
300,서울특별시,11,서대문구,11410,305565,553992,명지초등학교
301,서울특별시,11,성북구,11290,313382,553839,서울동신초등학교
302,서울특별시,11,은평구,11380,303444,553915,서울증산초등학교
303,서울특별시,11,중랑구,11260,320408,553698,서울면중초등학교
304,서울특별시,11,동대문구,11230,314645,553727,서울종암초등학교
305,서울특별시,11,서대문구,11410,305774,553795,서울홍연초등학교
306,서울특별시,11,종로구,11110,313101,553691,서울명신초등학교
307,서울특별시,11,강서구,11500,295112,553754,서울삼정초등학교
308,서울특별시,11,동대문구,11230,317709,553517,서울배봉초등학교
309,서울특별시,11,동대문구,11230,316861,553541,서울전곡초등학교
