,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,SCHOOL_NM
154,서울특별시,11,서대문구,11410,307662,551693,중앙여자중학교
155,서울특별시,11,성동구,11200,315371,551589,동마중학교
156,서울특별시,11,강서구,11500,295532,551806,공항중학교
157,서울특별시,11,성동구,11200,315662,551482,한양대학교사범대학부속중학교
158,서울특별시,11,강서구,11500,299360,551596,경서중학교
159,서울특별시,11,강서구,11500,297999,551501,등명중학교
160,서울특별시,11,강서구,11500,298735,551421,등원중학교
161,서울특별시,11,강동구,11740,326104,551191,고덕중학교
162,서울특별시,11,강서구,11500,298852,551364,마포중학교
163,서울특별시,11,서대문구,11410,307844,551306,한성중학교
164,서울특별시,11,중구,11140,313639,551139,금호여자중학교
165,서울특별시,11,성동구,11200,314740,551081,무학중학교
166,서울특별시,11,강동구,11740,324918,550896,명일중학교
167,서울특별시,11,중구,11140,313355,550981,대경중학교
168,서울특별시,11,마포구,11440,308029,550992,아현중학교
169,서울특별시,11,강동구,11740,323835,550764,강일중학교
170,서울특별시,11,강동구,11740,325057,550756,배재중학교
171,서울특별시,11,강동구,11740,323596,550720,신암중학교
172,서울특별시,11,마포구,11440,306487,550805,창천중학교
173,서울특별시,11,강서구,11500,300421,550837,염경중학교
174,서울특별시,11,성동구,11200,315595,550653,행당중학교
175,서울특별시,11,강서구,11500,295517,550820,송정중학교
176,서울특별시,11,강서구,11500,300518,550743,염창중학교
177,서울특별시,11,강서구,11500,297251,550770,명덕여자중학교
178,서울특별시,11,중구,11140,312359,550603,장원중학교
179,서울특별시,11,중구,11140,312373,550511,장충중학교
180,서울특별시,11,강서구,11500,299417,550627,등촌중학교
181,서울특별시,11,중구,11140,308476,550540,환일중학교
182,서울특별시,11,마포구,11440,307040,550365,숭문중학교
183,서울특별시,11,성동구,11200,314870,550309,광희중학교
184,서울특별시,11,강동구,11740,324384,550158,성덕여자중학교
185,서울특별시,11,마포구,11440,305186,550306,홍익대학교사범대학부속여자중학교
186,서울특별시,11,용산구,11170,308664,550267,배문중학교
187,서울특별시,11,강동구,11740,326872,550010,상일여자중학교
188,서울특별시,11,강동구,11740,325723,549989,한영중학교
189,서울특별시,11,강서구,11500,296259,550302,수명중학교
190,서울특별시,11,강서구,11500,296651,550282,덕원중학교
191,서울특별시,11,마포구,11440,307271,550104,서울여자중학교
192,서울특별시,11,강서구,11500,299350,550180,백석중학교
193,서울특별시,11,강서구,11500,297085,550208,화곡중학교
194,서울특별시,11,마포구,11440,306223,550109,광성중학교
195,서울특별시,11,양천구,11470,300284,550098,양동중학교
196,서울특별시,11,성동구,11200,315220,549951,성수중학교
197,서울특별시,11,광진구,11215,320820,549812,광장중학교
198,서울특별시,11,마포구,11440,304395,549992,성산중학교
199,서울특별시,11,마포구,11440,307240,549978,동도중학교
200,서울특별시,11,강동구,11740,324147,549738,천호중학교
201,서울특별시,11,용산구,11170,310149,549788,용산중학교
202,서울특별시,11,마포구,11440,305984,549853,신수중학교
203,서울특별시,11,강동구,11740,323120,549621,천일중학교
204,서울특별시,11,광진구,11215,320508,549560,양진중학교
205,서울특별시,11,성동구,11200,316101,549467,경일중학교
206,서울특별시,11,용산구,11170,309188,549491,신광여자중학교
207,서울특별시,11,광진구,11215,318832,549357,구의중학교
208,서울특별시,11,용산구,11170,308778,549443,선린중학교
209,서울특별시,11,용산구,11170,310444,549406,보성여자중학교
210,서울특별시,11,광진구,11215,319482,549292,동국대학교사범대학부속여자중학교
211,서울특별시,11,강동구,11740,325014,549179,신명중학교
212,서울특별시,11,성동구,11200,312908,549278,옥정중학교
213,서울특별시,11,광진구,11215,319085,549145,건국대학교사범대학부속중학교
214,서울특별시,11,양천구,11470,296812,549345,신화중학교
215,서울특별시,11,양천구,11470,296708,549350,신월중학교
216,서울특별시,11,광진구,11215,320785,549054,광남중학교
217,서울특별시,11,성동구,11200,316415,548977,성원중학교
218,서울특별시,11,성동구,11200,316997,548968,경수중학교
219,서울특별시,11,강서구,11500,299186,549017,신정여자중학교
220,서울특별시,11,양천구,11470,301481,548946,월촌중학교
221,서울특별시,11,강서구,11500,297876,548900,화원중학교
222,서울특별시,11,양천구,11470,296293,548923,신원중학교
223,서울특별시,11,강동구,11740,323574,548578,동신중학교
224,서울특별시,11,양천구,11470,299992,548850,영도중학교
225,서울특별시,11,양천구,11470,300547,548862,신목중학교
226,서울특별시,11,광진구,11215,318379,548541,자양중학교
227,서울특별시,11,용산구,11170,307793,548520,성심여자중학교
228,서울특별시,11,광진구,11215,317432,548298,신양중학교
229,서울특별시,11,양천구,11470,301820,548554,양정중학교
230,서울특별시,11,영등포구,11560,302477,548423,선유중학교
231,서울특별시,11,양천구,11470,296747,548489,양서중학교
232,서울특별시,11,송파구,11710,322452,548212,영파여자중학교
233,서울특별시,11,영등포구,11560,303614,548305,당산중학교
234,서울특별시,11,영등포구,11560,302851,548323,당산서중학교
235,서울특별시,11,광진구,11215,319735,548127,광진중학교
236,서울특별시,11,광진구,11215,319398,547961,광양중학교
237,서울특별시,11,강남구,11680,314722,548001,압구정중학교
238,서울특별시,11,강동구,11740,324699,547834,둔촌중학교
239,서울특별시,11,강동구,11740,323260,547742,성내중학교
240,서울특별시,11,강남구,11680,315814,547839,청담중학교
241,서울특별시,11,강동구,11740,324185,547697,한산중학교
242,서울특별시,11,양천구,11470,300547,547783,목운중학교
243,서울특별시,11,강남구,11680,314651,547654,신구중학교
244,서울특별시,11,송파구,11710,322078,547387,풍납중학교
245,서울특별시,11,송파구,11710,321751,547377,풍성중학교
